Number_x,Layer,Ml_Average_Probability,Motif_ID,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
1,motif_2,0.3430773809523809,1_motif_2,0.0,2,17,0.006211180124223602,0.3492885610766045,NC_002371
2,motif_2,0.342879188712522,2_motif_2,0.0,2,17,0.006211180124223602,0.3490903688367456,NC_002371
3,motif_2,0.3349077380952381,3_motif_2,0.0,5,12,0.014492753623188406,0.3494004917184265,NC_002371
4,motif_2,0.3333313492063492,4_motif_2,0.0,0,46,0.002070393374741201,0.3354017425810904,NC_002371
5,motif_3,0.3106416666666666,5_motif_3,0.4,0,43,0.002070393374741201,0.7127120600414079,NC_002371
6,motif_3,0.6741783068783068,6_motif_3,0.4,35,4,0.12215320910973085,1.1963315159880377,NC_002371
7,motif_3,0.37840764790764786,7_motif_3,0.09090909090909091,0,39,0.002070393374741201,0.47138713219147993,NC_002371
8,motif_1,0.6161157936507936,8_motif_1,0.28,35,4,0.12215320910973085,1.0182690027605246,NC_002371
9,motif_1,0.618768592004703,9_motif_1,0.25925925925925924,35,4,0.12215320910973085,1.0001810603736931,NC_002371
10,motif_1,0.6036500000000001,10_motif_1,0.25,35,4,0.12215320910973085,0.975803209109731,NC_002371
11,motif_1,0.6379988977072311,11_motif_1,0.19444444444444445,0,68,0.002070393374741201,0.8345137355264167,NC_002371
12,motif_1,0.6245920391966309,12_motif_1,0.16326530612244897,0,67,0.002070393374741201,0.789927738693821,NC_002371
13,motif_1,0.6748180555555554,13_motif_1,0.2,35,4,0.12215320910973085,0.9969712646652862,NC_002371
14,motif_1,0.6855529100529101,14_motif_1,0.19047619047619047,4,4,0.12215320910973085,0.9981823096388314,NC_002371
15,motif_3,0.6027226836471022,15_motif_3,0.11627906976744186,0,55,0.002070393374741201,0.7210721467892853,NC_002371
16,motif_2,0.6377094407530453,16_motif_2,0.13953488372093023,38,4,0.12215320910973085,0.8993975335837063,NC_002371
17,motif_2,0.6741510093167701,17_motif_2,0.17391304347826086,1,28,0.004140786749482402,0.8522048395445133,NC_002371
18,motif_2,0.6718320546737212,18_motif_2,0.17777777777777778,1,28,0.004140786749482402,0.8537506192009814,NC_002371
19,motif_2,0.607327429345722,19_motif_2,0.24390243902439024,36,4,0.12215320910973085,0.9733830774798431,NC_002371
20,motif_1,0.6060627744005403,20_motif_1,0.2127659574468085,35,4,0.12215320910973085,0.9409819409570797,NC_002371
21,motif_2,0.6074683779761906,21_motif_2,0.20833333333333334,35,4,0.12215320910973085,0.9379549204192548,NC_002371
22,motif_2,0.6075734487734489,22_motif_2,0.18181818181818182,35,4,0.12215320910973085,0.9115448397013615,NC_002371
23,motif_1,0.6132050264550265,23_motif_1,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
24,motif_2,0.6132050264550265,24_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
25,motif_2,0.6132050264550265,25_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
26,motif_2,0.6132050264550265,26_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
27,motif_2,0.6132050264550265,27_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
28,motif_2,0.6132050264550265,28_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
29,motif_2,0.6132050264550265,29_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
30,motif_2,0.6132050264550265,30_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
31,motif_2,0.6132050264550265,31_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
32,motif_2,0.6132050264550265,32_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
33,motif_2,0.6132050264550265,33_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
34,motif_2,0.6132050264550265,34_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
35,motif_2,0.6132050264550265,35_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
36,motif_2,0.6132050264550265,36_motif_2,0.1388888888888889,36,4,0.12215320910973085,0.8742471244536463,NC_002371
37,motif_2,0.6143355855855855,37_motif_2,0.13513513513513514,36,4,0.12215320910973085,0.8716239298304516,NC_002371
38,motif_2,0.6156252871762741,38_motif_2,0.13157894736842105,36,4,0.12215320910973085,0.8693574436544259,NC_002371
39,motif_2,0.6154413410663412,39_motif_2,0.1282051282051282,36,4,0.12215320910973085,0.8657996783812002,NC_002371
40,motif_2,0.6136761408730159,40_motif_2,0.125,36,4,0.12215320910973085,0.8608293499827467,NC_002371
